INSTNM,CITY,STABBR,UGDS,PCTPELL
Dover Business College,Clifton,NJ,1083,0.8296
Berea College,Berea,KY,1587,0.8293
Thompson Institute,Philadelphia,PA,1015,0.8292
Grambling State University,Grambling,LA,4803,0.8286
Dine College,Tsaile,AZ,1978,0.8284
Bryant & Stratton College-Online,Orchard Park,NY,2014,0.8284
Stillman College,Tuscaloosa,AL,1056,0.828
Benedict College,Columbia,SC,2512,0.8279
Denmark Technical College,Denmark,SC,1569,0.8275
Brown Mackie College-Cincinnati,Cincinnati,OH,1045,0.8273
Heald College-Roseville,Roseville,CA,1334,0.8272
EDP College of Puerto Rico Inc-San Juan,San Juan,PR,1150,0.8265
Alabama State University,Montgomery,AL,5354,0.8265
Everest College-Phoenix,Phoenix,AZ,2761,0.8264
Technical Career Institutes,New York,NY,4482,0.8263
Denmark Technical College,Denmark,SC,2002,0.8262
American National University,Salem,VA,1804,0.8259
Heald College-Rancho Cordova,Rancho Cordova,CA,1448,0.8258
Instituto de Banca y Comercio Inc,San Juan,PR,18230,0.8252
East Mississippi Community College,Scooba,MS,4176,0.825
National College of Business and Technology-Nashville,Nashville,TN,1590,0.8249
Lincoln Technical Institute-Center City Philadelphia,Philadelphia,PA,1113,0.8244
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,1369,0.8242
The College of New Rochelle,New Rochelle,NY,3286,0.8238
Bainbridge College,Bainbridge,GA,3630,0.8236
Charles A. Jones Career and Education Center,Sacramento,CA,1369,0.8234
Miller-Motte College-Wilmington,Wilmington,NC,1924,0.8233
American University of Puerto Rico,Manati,PR,1368,0.8231
Sojourner-Douglass College,Baltimore,MD,1237,0.8231
Westwood College-Inland Empire,Upland,CA,1092,0.8229
Everest University-Brandon,Tampa,FL,4140,0.8228
Heald College-Stockton,Stockton,CA,2319,0.8227
Miles College,Fairfield,AL,1663,0.8227
Dine College,Tsaile,AZ,1402,0.8223
Stillman College,Tuscaloosa,AL,1072,0.822
Mississippi Valley State University,Itta Bena,MS,2022,0.8214
Universidad Adventista de las Antillas,Mayaguez,PR,1139,0.8212
University of Puerto Rico-Ponce,Ponce,PR,2908,0.8203
Centura College-Virginia Beach,Virginia Beach,VA,1482,0.8201
Wichita Technical Institute,Wichita,KS,1158,0.8199
Universidad Del Este,Carolina,PR,11154,0.8198
Martin University,Indianapolis,IN,1074,0.8197
Universidad Adventista de las Antillas,Mayaguez,PR,1261,0.8195
Advanced Career Training-Atlanta Campus,Atlanta,GA,1417,0.8193
University of Puerto Rico-Arecibo,Arecibo,PR,3654,0.8188
Brown Mackie College-Fort Wayne,Fort Wayne,IN,1799,0.8185
National College-Salem,Salem,VA,2081,0.8176
Brown Mackie College-Findlay,Findlay,OH,1036,0.8175
Arkansas Baptist College,Little Rock,AR,1118,0.8174
Inter American University of Puerto Rico-San German,San German,PR,4827,0.8171
Heald College-Fresno,Fresno,CA,1430,0.8165
Central State University,Wilberforce,OH,2106,0.8165
Instituto de Banca y Comercio Inc,San Juan,PR,10910,0.816
United Talmudical Seminary,Brooklyn,NY,1566,0.8157
American University of Puerto Rico,Bayamon,PR,1338,0.8157
Oglala Lakota College,Kyle,SD,1727,0.8147
Le Moyne-Owen College,Memphis,TN,1091,0.8146
Coppin State University,Baltimore,MD,3055,0.8146
MBTI Business Training Institute,Santurce,PR,4192,0.8146
Saint Augustine College,Chicago,IL,1263,0.8138
University of Puerto Rico-Utuado,Utuado,PR,1592,0.8136
University of Phoenix-Columbus Georgia Campus,Columbus,GA,1089,0.8131
Wright Career College,Overland Park,KS,1837,0.8131
Northwestern College-Southwestern Campus,Bridgeview,IL,1159,0.8128
Martin Methodist College,Pulaski,TN,1080,0.8128
Inter American University of Puerto Rico-San German,San German,PR,4308,0.8128
Inter American University of Puerto Rico-San German,San German,PR,4747,0.8125
TESST College of Technology-Baltimore,Baltimore,MD,1007,0.8124
Ponce Paramedical College Inc,Ponce,PR,2882,0.8123
Sanford-Brown College,Dallas,TX,1183,0.8122
Arizona Automotive Institute,Glendale,AZ,1321,0.8122
Arkansas State University-Mountain Home,Mountain Home,AR,1166,0.8121
South Suburban College,South Holland,IL,4815,0.8119
Florida Career College-Miami,Miami,FL,4362,0.8118
Berea College,Berea,KY,1496,0.8115
Compu-Med Vocational Careers Corp,Hialeah,FL,1250,0.8112
University of Puerto Rico-Aguadilla,Ramey,PR,2886,0.811
American Career College,Ontario,CA,1115,0.8108
Sojourner-Douglass College,Baltimore,MD,1335,0.8102
Harris-Stowe State University,Saint Louis,MO,1844,0.8101
Trident Technical College,Charleston,SC,11235,0.81
United Talmudical Seminary,Brooklyn,NY,1438,0.8099
Brown Mackie College-Louisville,Louisville,KY,2080,0.8099
Harrison College-Indianapolis,Indianapolis,IN,4546,0.8098
Berea College,Berea,KY,1491,0.8097
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,4681,0.8096
Albany Technical College,Albany,GA,3743,0.8094
Southern Technical College,Orlando,FL,1502,0.8093
University of Puerto Rico-Humacao,Humacao,PR,3490,0.8092
University of Puerto Rico-Aguadilla,Ramey,PR,2997,0.809
Argosy University-Phoenix Online Division,Phoenix,AZ,9970,0.809
Everest Institute-Southfield,Southfield,MI,1003,0.8088
Hodges University,Naples,FL,1658,0.8083
Everest College-Ontario Metro,Ontario,CA,1034,0.8081
Everest College-Dallas,Dallas,TX,1071,0.808
ASA College,Brooklyn,NY,4652,0.8075
Virginia College-Montgomery,Montgomery,AL,1009,0.8073
American Career College-Anaheim,Anaheim,CA,1652,0.807
Heald College-Roseville,Roseville,CA,1551,0.8068
University of Puerto Rico-Ponce,Ponce,PR,3120,0.8067
Southern Technical College,Sanford,FL,1404,0.8066
Saint Augustine College,Chicago,IL,1596,0.806
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,5926,0.806
Central Georgia Technical College,Macon,GA,4408,0.8059
Concorde Career College-Memphis,Memphis,TN,1228,0.8059
Heald College-Portland,Portland,OR,1073,0.8057
Charter College-Anchorage,Anchorage,AK,1259,0.8052
Institute of Technology Inc,Clovis,CA,3696,0.805
University of Puerto Rico-Utuado,Utuado,PR,1504,0.8049
American University of Puerto Rico,Bayamon,PR,1596,0.8048
Central State University,Wilberforce,OH,2447,0.8048
American InterContinental University-Atlanta,Atlanta,GA,1002,0.8044
Claflin University,Orangeburg,SC,1803,0.8041
Saint Augustine College,Chicago,IL,1598,0.804
Monroe College-Main Campus,Bronx,NY,4369,0.8034
Colegio Universitario de San Juan,San Juan,PR,1714,0.8028
Brown Mackie College-South Bend,South Bend,IN,1194,0.8022
University of Puerto Rico-Humacao,Humacao,PR,3669,0.802
Pueblo Community College,Pueblo,CO,5615,0.8017
Brown Mackie College-Atlanta,Atlanta,GA,1033,0.8015
Albany State University,Albany,GA,3755,0.8013
Southern University at New Orleans,New Orleans,LA,2598,0.8012
Brown Mackie College-North Canton,Canton,OH,1199,0.8011
Marinello Schools of Beauty-Los Angeles,Los Angeles,CA,2551,0.8011
Summit Career College,Colton,CA,1696,0.801
National College-Salem,Salem,VA,4554,0.8009
Sanford-Brown College-Fenton,Fenton,MO,1085,0.8007
Westwood College-Inland Empire,Upland,CA,1214,0.8
University of Puerto Rico-Arecibo,Arecibo,PR,3920,0.7999
Monroe College-Main Campus,Bronx,NY,6470,0.7999
Stevens-Henager College-Murray,Murray,UT,3757,0.7999
Wichita Area Technical College,Wichita,KS,1690,0.7998
Stevens-Henager College-Murray,Murray,UT,2382,0.7998
Caribbean University-Ponce,Ponce,PR,1159,0.7995
Miles College,Fairfield,AL,1660,0.7988
Institute of Technology Inc,Clovis,CA,1768,0.7986
Denmark Technical College,Denmark,SC,1804,0.798
Temple College,Temple,TX,5292,0.7977
Everest University-Pompano Beach,Pompano Beach,FL,1321,0.7975
American InterContinental University-Atlanta,Atlanta,GA,1629,0.7972
Harrison College-Indianapolis,Indianapolis,IN,3726,0.7972
Brown Mackie College-Cincinnati,Cincinnati,OH,1831,0.7969
Shaw University,Raleigh,NC,2027,0.7969
Virginia College-Birmingham,Birmingham,AL,3741,0.7969
Stillman College,Tuscaloosa,AL,1048,0.7967
Lincoln College of Technology-Melrose Park,Melrose Park,IL,1705,0.7967
Northwestern College-Southwestern Campus,Bridgeview,IL,1244,0.7961
Claflin University,Orangeburg,SC,1850,0.7961
National College-Lexington,Lexington,KY,3691,0.7959
Heald College-Stockton,Stockton,CA,1945,0.7956
Sanford-Brown Institute-Pittsburgh,Pittsburgh,PA,1043,0.7954
University of Puerto Rico-Utuado,Utuado,PR,1544,0.7949
Sanford-Brown Institute-Tampa,Tampa,FL,1633,0.7949
Arkansas Baptist College,Little Rock,AR,1189,0.7945
The College of New Rochelle,New Rochelle,NY,3499,0.7942
University of Phoenix-Memphis Campus,Cordova,TN,1270,0.7935
Pittsburgh Technical Institute,Oakdale,PA,2185,0.7933
University of Puerto Rico-Ponce,Ponce,PR,3233,0.7932
Rowan-Cabarrus Community College,Salisbury,NC,5842,0.793
University of Phoenix-Memphis Campus,Cordova,TN,1147,0.7929
Lawson State Community College-Birmingham Campus,Birmingham,AL,3425,0.7922
Wiregrass Georgia Technical College,Valdosta,GA,3836,0.7921
Alcorn State University,Alcorn State,MS,3157,0.7918
Alcorn State University,Alcorn State,MS,3296,0.7916
Inter American University of Puerto Rico-Bayamon,Bayamon,PR,5310,0.7907
Bryant and Stratton College-Southtowns,Orchard Park,NY,1911,0.7907
MedTech College,Indianapolis,IN,1147,0.7907
Robeson Community College,Lumberton,NC,2187,0.7906
Wiley College,Marshall,TX,1389,0.7901
Bainbridge State College,Bainbridge,GA,2533,0.7901
Kaplan College-Modesto,Salida,CA,1089,0.79
Florida Memorial University,Miami Gardens,FL,1852,0.7898
Heald College-Fresno,Fresno,CA,1106,0.7895
ITT Technical Institute-San Bernardino,San Bernardino,CA,1513,0.7895
Kaplan College-Modesto Campus,Salida,CA,1146,0.7894
Technical Career Institutes,New York,NY,4352,0.7894
University of Puerto Rico-Arecibo,Arecibo,PR,4277,0.7894
Heald College-Rancho Cordova,Rancho Cordova,CA,1146,0.7893
Shaw University,Raleigh,NC,1923,0.7893
Colegio Universitario de San Juan,San Juan,PR,1387,0.7892
The College of New Rochelle,New Rochelle,NY,4246,0.7888
Sojourner-Douglass College,Baltimore,MD,1254,0.7888
Kaplan College-San Antonio,San Antonio,TX,1012,0.7886
Southwest Florida College,Fort Myers,FL,1282,0.7886
Heald College-Roseville,Roseville,CA,1252,0.7886
Bethune-Cookman University,Daytona Beach,FL,3486,0.7885
American InterContinental University-Atlanta,Atlanta,GA,1964,0.7882
Saint Augustine College,Chicago,IL,1675,0.7876
Metropolitan Community College-Penn Valley,Kansas City,MO,4637,0.7875
Benedict College,Columbia,SC,2878,0.7872
Claflin University,Orangeburg,SC,1821,0.787
Chicago State University,Chicago,IL,5252,0.7868
Northern Marianas College,Saipan,MP,1124,0.7859
McCann School of Business & Technology,Pottsville,PA,3544,0.7859
Stillman College,Tuscaloosa,AL,1041,0.7853
Cheyney University of Pennsylvania,Cheyney,PA,1210,0.7853
Dover Business College,Clifton,NJ,1074,0.7848
Sanford-Brown Institute-Jacksonville,Jacksonville,FL,1002,0.7847
Albany State University,Albany,GA,4173,0.7847
Bladen Community College,Dublin,NC,1251,0.7847
Bethune-Cookman University,Daytona Beach,FL,3256,0.7842
Westwood College-Anaheim,Anaheim,CA,1049,0.7837
Career Colleges of America,South Gate,CA,1095,0.7837
Sanford-Brown Institute-Garden City,Garden City,NY,1006,0.7834
Lincoln University of Pennsylvania,Lincoln University,PA,2020,0.7831
Langston University,Langston,OK,2447,0.7827
Florida Memorial University,Miami Gardens,FL,1694,0.7824
Fortis College-Centerville,Centerville,OH,2802,0.782
Alcorn State University,Alcorn State,MS,2980,0.7819
CHI Institute-Philadelphia,Philadelphia,PA,1045,0.7818
Computer Career Center,El Paso,TX,1498,0.7818
Stillman College,Tuscaloosa,AL,1019,0.7817
Carteret Community College,Morehead City,NC,1409,0.7817
Aiken Technical College,Graniteville,SC,3168,0.7816
Wiley College,Marshall,TX,1335,0.7816
Miles College,Fairfield,AL,1791,0.7812
Florida Career College-Miami,Miami,FL,5818,0.7804
Ultimate Medical Academy-Tampa,Tampa,FL,4078,0.7803
The College of New Rochelle,New Rochelle,NY,3827,0.7802
Lincoln College of Technology-Melrose Park,Melrose Park,IL,1249,0.7799
Dillard University,New Orleans,LA,1307,0.7798
American Samoa Community College,Pago Pago,AS,1796,0.7797
Ohio University-Southern Campus,Ironton,OH,1956,0.7796
Tri-State Business Institute,Erie,PA,1595,0.7792
Harris-Stowe State University,Saint Louis,MO,1454,0.7792
Anthem College-Phoenix,Phoenix,AZ,2238,0.7791
Alcorn State University,Alcorn State,MS,2626,0.779
Everest College-Henderson,Henderson,NV,1031,0.7783
Miller-Motte College-Wilmington,Wilmington,NC,1662,0.7774
Savannah State University,Savannah,GA,4253,0.7772
University of Puerto Rico-Arecibo,Arecibo,PR,4026,0.777
Northern Marianas College,Saipan,MP,1063,0.7767
National College of Business and Technology-Nashville,Nashville,TN,2267,0.7764
Robeson Community College,Lumberton,NC,2751,0.7764
South Suburban College,South Holland,IL,4641,0.7763
Everest College-Ontario Metro,Ontario,CA,1089,0.7762
Bethune-Cookman University,Daytona Beach,FL,3723,0.7762
Bethune-Cookman University,Daytona Beach,FL,3299,0.7757
Mid-Continent University,Mayfield,KY,2367,0.7756
Saint Augustine's University,Raleigh,NC,1442,0.7756
University of Puerto Rico at Cayey,Cayey,PR,3641,0.7755
East-West University,Chicago,IL,1171,0.7753
Sanford-Brown Institute-Garden City,Garden City,NY,1279,0.7752
Alabama State University,Montgomery,AL,5123,0.7752
Florida Technical College,Orlando,FL,4330,0.7751
Okefenokee Technical College,Waycross,GA,1240,0.7749
Heritage Institute-Ft Myers,Fort Myers,FL,1128,0.7748
H Councill Trenholm State Technical College,Montgomery,AL,1334,0.7746
Bainbridge College,Bainbridge,GA,3642,0.7745
Heald College-Concord,Concord,CA,1657,0.7743
Monroe College,Bronx,NY,6426,0.7743
Shaw University,Raleigh,NC,2257,0.7741
Strayer University-Georgia,Atlanta,GA,3253,0.774
Universal Technology College of Puerto Rico,Aguadilla,PR,1395,0.7736
Mansfield University of Pennsylvania,Mansfield,PA,2874,0.773
National University College-Bayamon,Bayamon,PR,4993,0.7727
Pinnacle Career Institute-South Kansas City,Kansas City,MO,1185,0.7725
Denmark Technical College,Denmark,SC,1571,0.7723
Everest University-North Orlando,Orlando,FL,1012,0.7723
National College of Business and Technology-Nashville,Nashville,TN,1422,0.7721
Sojourner-Douglass College,Baltimore,MD,1156,0.7718
Everest Institute-San Antonio,San Antonio,TX,1120,0.7714
Heald College-San Jose,Milpitas,CA,1719,0.7714
Sullivan and Cogliano Training Center,Brockton,MA,1089,0.7713
San Joaquin Valley College-Visalia,Visalia,CA,1361,0.771
Fort Valley State University,Fort Valley,GA,3232,0.7708
ATI Career Training Center,Oakland Park,FL,1204,0.7704
Everest University-Tampa,Tampa,FL,1714,0.7703
Heald College-Hayward,Hayward,CA,1848,0.7699
Medvance Institute-West Palm,Palm Springs,FL,1067,0.7698
Monroe College-New Rochelle,New Rochelle,NY,2005,0.7697
Fort Valley State University,Fort Valley,GA,3607,0.7697
Central State University,Wilberforce,OH,2232,0.7696
University of Puerto Rico-Utuado,Utuado,PR,1390,0.7696
Cheyney University of Pennsylvania,Cheyney,PA,1178,0.7696
South University–Savannah Online,Savannah,GA,21213,0.7695
Everest University-South Orlando,Orlando,FL,15034,0.7694
Belmont Technical College,Saint Clairsville,OH,1167,0.7692
Heald College-San Jose,Milpitas,CA,1736,0.7691
George C Wallace State Community College-Selma,Selma,AL,1604,0.7687
Bladen Community College,Dublin,NC,1485,0.7682
Dillard University,New Orleans,LA,1183,0.7682
Pima Medical Institute,Albuquerque,NM,1003,0.7681
Mississippi Delta Community College,Moorhead,MS,3154,0.7671
Brown Mackie College-Findlay,Findlay,OH,1028,0.7666
Remington College-Dallas Campus,Garland,TX,1212,0.7666
Anthem College-Phoenix,Phoenix,AZ,2663,0.7663
Faulkner University,Montgomery,AL,2528,0.7657
Ponce Paramedical College Inc,Ponce,PR,3354,0.7657
Technical Career Institutes,New York,NY,4061,0.7654
Faulkner University,Montgomery,AL,2334,0.7654
Atlanta Technical College,Atlanta,GA,4568,0.7653
McCann School of Business and Technology,Pottsville,PA,4396,0.7652
Fort Valley State University,Fort Valley,GA,2805,0.7652
Mars Hill University,Mars Hill,NC,1393,0.7646
Heald College-Concord,Concord,CA,1772,0.7639
University of Puerto Rico in Ponce,Ponce,PR,3438,0.7636
Central Georgia Technical College,Macon,GA,5798,0.7636
The College of New Rochelle,New Rochelle,NY,3815,0.7633
Hanover College,Hanover,IN,1004,0.7633
Beth Medrash Govoha,Lakewood,NJ,2727,0.7629
Atlanta Technical College,Atlanta,GA,4577,0.7629
University of Puerto Rico-Aguadilla,Ramey,PR,2934,0.7626
Florida Memorial University,Miami Gardens,FL,1846,0.7624
Everest College-Chicago,Chicago,IL,1995,0.762
Mars Hill College,Mars Hill,NC,1323,0.7619
International Academy of Design and Technology-Online,Tampa,FL,1895,0.7618
AmeriTech College-Draper,Draper,UT,1084,0.7617
Le Moyne-Owen College,Memphis,TN,1009,0.7616
South University-Columbia,Columbia,SC,1088,0.7612
Heald College-Concord,Concord,CA,1502,0.7608
Savannah State University,Savannah,GA,4241,0.7605
Metropolitan Community College-Penn Valley,Kansas City,MO,4214,0.7603
Ohio Christian University,Circleville,OH,1559,0.7602
Georgia Piedmont Technical College,Clarkston,GA,3884,0.7593
Brookline College-Phoenix,Phoenix,AZ,1585,0.7592
International Academy of Design and Technology-Online,Tampa,FL,1251,0.7592
Texas Barber Colleges and Hairstyling Schools,Houston,TX,1336,0.7591
Southwestern College,Cincinnati,OH,1243,0.759
Marinello Schools of Beauty-Los Angeles,Los Angeles,CA,2405,0.759
Marinello Schools of Beauty-Los Angeles,Los Angeles,CA,2698,0.7588
Everest University-Tampa,Tampa,FL,1097,0.7588
Heald College-San Jose,Milpitas,CA,1668,0.7587
University of Puerto Rico-Cayey,Cayey,PR,3522,0.7582
University of Puerto Rico-Humacao,Humacao,PR,4183,0.7577
Central State University,Wilberforce,OH,2028,0.7576
Southern University at New Orleans,New Orleans,LA,2534,0.7575
Apex Technical School,New York,NY,1394,0.7571
Vatterott College-Berkeley,Berkeley,MO,1860,0.7569
The Art Institute of Charlotte,Charlotte,NC,1427,0.7569
University of Phoenix-Memphis Campus,Cordova,TN,1264,0.7566
Brown Mackie College-Fort Wayne,Fort Wayne,IN,1679,0.7564
George C Wallace State Community College-Selma,Selma,AL,1671,0.7564
Southwest Florida College,Fort Myers,FL,2299,0.7562
Jackson State University,Jackson,MS,6675,0.7558
Central Carolina Technical College,Sumter,SC,2924,0.7557
Berks Technical Institute,Wyomissing,PA,1139,0.7556
Albany Technical College,Albany,GA,4294,0.7554
Harris-Stowe State University,Saint Louis,MO,1266,0.7554
Boricua College,New York,NY,1209,0.7552
The College of New Rochelle,New Rochelle,NY,3207,0.7552
Sanford-Brown Institute-Pittsburgh,Pittsburgh,PA,1135,0.7551
Instituto de Banca y Comercio Inc,Guaynabo,PR,20876,0.7551
Argosy University-Phoenix Online Division,Phoenix,AZ,7883,0.7549
Everest Institute-Decatur,Decatur,GA,1460,0.7548
Beth Medrash Govoha,Lakewood,NJ,2696,0.7545
Heald College-Hayward,Hayward,CA,1416,0.7543
